timestamp,city,latitude,longitude,temperature_2m,relative_humidity_2m,precipitation,rain,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,soil_temperature_0cm,soil_moisture_0_to_1cm
2026-05-14T14:00,Chennai,13.0827,80.2707,33.1,59,0.0,0.0,1000.7,16.1,42,100,,
2026-05-14T15:00,Chennai,13.0827,80.2707,32.3,62,0.0,0.0,1000.4,14.2,41,99,,
2026-05-14T16:00,Chennai,13.0827,80.2707,31.8,64,0.0,0.0,1000.4,11.8,54,100,,
2026-05-14T17:00,Chennai,13.0827,80.2707,31.5,70,0.0,0.0,1000.3,11.1,56,100,,
2026-05-14T18:00,Chennai,13.0827,80.2707,30.5,74,0.0,0.0,1000.9,9.5,57,100,,
2026-05-14T19:00,Chennai,13.0827,80.2707,30.1,76,0.0,0.0,1001.6,6.8,68,99,,
2026-05-14T20:00,Chennai,13.0827,80.2707,29.9,78,0.0,0.0,1002.4,6.0,80,95,,
2026-05-14T21:00,Chennai,13.0827,80.2707,29.8,78,0.0,0.0,1003.1,4.0,54,95,,
2026-05-14T22:00,Chennai,13.0827,80.2707,29.6,79,0.0,0.0,1003.1,5.2,41,99,,
2026-05-14T23:00,Chennai,13.0827,80.2707,30.1,80,0.0,0.0,1002.5,4.3,66,99,,
2026-05-15T00:00,Chennai,13.0827,80.2707,28.6,84,0.3,0.3,1001.8,3.7,39,99,,
2026-05-15T01:00,Chennai,13.0827,80.2707,28.5,84,0.0,0.0,1001.3,0.9,79,100,,
2026-05-15T02:00,Chennai,13.0827,80.2707,28.3,84,0.1,0.1,1000.9,3.2,164,98,,
2026-05-15T03:00,Chennai,13.0827,80.2707,28.0,85,0.1,0.1,1000.6,4.0,243,87,,
2026-05-15T04:00,Chennai,13.0827,80.2707,27.8,87,0.0,0.0,1000.7,4.9,270,81,,
2026-05-15T05:00,Chennai,13.0827,80.2707,28.5,84,0.0,0.0,1001.6,1.6,276,99,,
2026-05-15T06:00,Chennai,13.0827,80.2707,28.1,88,0.3,0.3,1002.0,2.9,240,100,,
2026-05-15T07:00,Chennai,13.0827,80.2707,29.1,82,0.4,0.4,1002.5,7.0,305,100,,
2026-05-15T08:00,Chennai,13.0827,80.2707,30.6,71,0.6,0.6,1002.8,9.3,338,100,,
2026-05-15T09:00,Chennai,13.0827,80.2707,31.5,66,0.5,0.5,1002.5,12.2,360,98,,
2026-05-15T10:00,Chennai,13.0827,80.2707,32.5,62,0.8,0.8,1003.5,10.9,17,100,,
2026-05-15T11:00,Chennai,13.0827,80.2707,33.0,60,0.4,0.4,1002.7,14.9,23,99,,
2026-05-15T12:00,Chennai,13.0827,80.2707,32.7,60,0.0,0.0,1002.2,12.2,31,100,,
2026-05-15T13:00,Chennai,13.0827,80.2707,29.1,78,1.2,1.2,1002.8,13.1,99,100,,
2026-05-15T14:00,Chennai,13.0827,80.2707,27.1,87,0.3,0.3,1001.8,15.6,123,100,,
2026-05-15T15:00,Chennai,13.0827,80.2707,28.1,80,0.0,0.0,1000.9,8.3,94,100,,
2026-05-15T16:00,Chennai,13.0827,80.2707,28.0,80,0.0,0.0,1000.9,7.4,137,100,,
2026-05-15T17:00,Chennai,13.0827,80.2707,28.6,86,0.0,0.0,1001.2,11.0,94,100,,
2026-05-15T18:00,Chennai,13.0827,80.2707,28.4,87,0.0,0.0,1001.8,9.0,121,100,,
2026-05-15T19:00,Chennai,13.0827,80.2707,28.4,86,0.0,0.0,1002.2,6.4,130,100,,
2026-05-15T20:00,Chennai,13.0827,80.2707,28.4,86,0.0,0.0,1002.9,8.2,122,100,,
2026-05-15T21:00,Chennai,13.0827,80.2707,28.3,87,0.0,0.0,1003.2,7.2,109,100,,
2026-05-15T22:00,Chennai,13.0827,80.2707,28.2,88,0.0,0.0,1003.3,3.9,127,100,,
2026-05-15T23:00,Chennai,13.0827,80.2707,28.0,96,1.0,1.0,1002.5,6.5,228,100,,
2026-05-13T00:00,Kolkata,22.5726,88.3639,27.5,82,0.0,0.0,1004.3,8.3,174,23,,
2026-05-13T01:00,Kolkata,22.5726,88.3639,27.2,83,0.0,0.0,1003.8,7.8,187,30,,
2026-05-13T02:00,Kolkata,22.5726,88.3639,27.1,82,0.0,0.0,1003.2,9.2,179,1,,
2026-05-13T03:00,Kolkata,22.5726,88.3639,26.8,83,0.0,0.0,1003.3,8.6,180,5,,
2026-05-13T04:00,Kolkata,22.5726,88.3639,26.6,84,0.0,0.0,1003.5,7.8,171,11,,
2026-05-13T05:00,Kolkata,22.5726,88.3639,27.0,86,0.0,0.0,1003.6,7.0,177,12,,
2026-05-13T06:00,Kolkata,22.5726,88.3639,27.9,84,0.0,0.0,1004.7,7.2,174,16,,
2026-05-13T07:00,Kolkata,22.5726,88.3639,29.0,79,0.0,0.0,1005.0,8.7,184,29,,
2026-05-13T08:00,Kolkata,22.5726,88.3639,30.5,71,0.0,0.0,1005.2,10.4,198,18,,
2026-05-13T09:00,Kolkata,22.5726,88.3639,31.8,66,0.0,0.0,1005.1,9.7,198,16,,
2026-05-13T10:00,Kolkata,22.5726,88.3639,32.7,62,0.0,0.0,1004.7,9.6,192,10,,
2026-05-13T11:00,Kolkata,22.5726,88.3639,31.4,64,0.0,0.0,1003.7,12.0,189,19,,
2026-05-13T12:00,Kolkata,22.5726,88.3639,32.7,60,0.3,0.3,1002.7,11.2,181,13,,
2026-05-13T13:00,Kolkata,22.5726,88.3639,32.9,57,0.3,0.3,1001.2,13.8,197,11,,
2026-05-13T14:00,Kolkata,22.5726,88.3639,32.2,60,0.6,0.6,1000.5,14.8,196,41,,
2026-05-13T15:00,Kolkata,22.5726,88.3639,32.2,61,0.4,0.4,999.6,12.8,194,11,,
2026-05-13T16:00,Kolkata,22.5726,88.3639,29.9,70,0.9,0.9,999.6,10.5,204,73,,
2026-05-13T17:00,Kolkata,22.5726,88.3639,30.8,71,7.1,7.1,1000.0,8.7,194,16,,
2026-05-13T18:00,Kolkata,22.5726,88.3639,30.0,74,0.0,0.0,1000.5,6.7,160,5,,
2026-05-13T19:00,Kolkata,22.5726,88.3639,29.5,77,0.0,0.0,1001.6,8.4,157,3,,
2026-05-13T20:00,Kolkata,22.5726,88.3639,29.1,79,0.0,0.0,1002.3,11.5,160,5,,
2026-05-13T21:00,Kolkata,22.5726,88.3639,28.7,81,0.0,0.0,1003.1,13.0,162,11,,
2026-05-13T22:00,Kolkata,22.5726,88.3639,28.3,83,0.0,0.0,1003.4,13.3,172,3,,
2026-05-13T23:00,Kolkata,22.5726,88.3639,27.1,87,0.0,0.0,1002.7,13.0,170,81,,
2026-05-14T00:00,Kolkata,22.5726,88.3639,26.9,89,0.0,0.0,1001.9,14.4,188,58,,
2026-05-14T01:00,Kolkata,22.5726,88.3639,26.4,89,0.0,0.0,1001.8,13.7,198,84,,
2026-05-14T02:00,Kolkata,22.5726,88.3639,24.9,95,1.8,1.8,1002.4,6.1,267,100,,
2026-05-14T03:00,Kolkata,22.5726,88.3639,25.4,96,1.0,1.0,1001.8,13.0,211,20,,
2026-05-14T04:00,Kolkata,22.5726,88.3639,25.2,96,0.5,0.5,1001.5,8.6,181,18,,
2026-05-14T05:00,Kolkata,22.5726,88.3639,27.2,90,0.0,0.0,1001.4,6.5,148,0,,
2026-05-14T06:00,Kolkata,22.5726,88.3639,28.0,87,0.0,0.0,1002.2,7.1,195,24,,
2026-05-14T07:00,Kolkata,22.5726,88.3639,29.5,80,0.0,0.0,1002.7,11.3,214,79,,
2026-05-14T08:00,Kolkata,22.5726,88.3639,30.9,73,0.0,0.0,1003.0,11.6,227,67,,
2026-05-14T09:00,Kolkata,22.5726,88.3639,32.0,67,0.0,0.0,1003.2,8.5,228,14,,
2026-05-14T10:00,Kolkata,22.5726,88.3639,33.2,62,0.0,0.0,1002.7,7.6,218,0,,
2026-05-14T11:00,Kolkata,22.5726,88.3639,33.9,52,0.0,0.0,1002.5,1.9,253,1,,
2026-05-14T12:00,Kolkata,22.5726,88.3639,35.0,49,0.0,0.0,1001.4,1.1,279,0,,
2026-05-14T13:00,Kolkata,22.5726,88.3639,35.7,44,0.0,0.0,1000.2,2.5,240,46,,
2026-05-14T14:00,Kolkata,22.5726,88.3639,35.9,42,0.0,0.0,999.6,5.5,251,13,,
2026-05-14T15:00,Kolkata,22.5726,88.3639,35.8,42,0.0,0.0,999.2,6.2,262,11,,
2026-05-14T16:00,Kolkata,22.5726,88.3639,34.5,45,0.0,0.0,999.1,11.6,213,33,,
2026-05-14T17:00,Kolkata,22.5726,88.3639,32.4,62,0.2,0.2,999.7,15.2,191,13,,
2026-05-14T18:00,Kolkata,22.5726,88.3639,31.0,67,0.0,0.0,1000.4,13.6,188,13,,
2026-05-14T19:00,Kolkata,22.5726,88.3639,30.1,73,0.0,0.0,1001.1,13.1,180,1,,
2026-05-14T20:00,Kolkata,22.5726,88.3639,29.3,76,0.0,0.0,1001.8,13.9,181,1,,
2026-05-14T21:00,Kolkata,22.5726,88.3639,28.8,79,0.0,0.0,1002.2,12.6,179,0,,
2026-05-14T22:00,Kolkata,22.5726,88.3639,28.5,82,0.0,0.0,1002.3,11.7,180,1,,
2026-05-14T23:00,Kolkata,22.5726,88.3639,28.6,84,0.0,0.0,1001.7,11.5,188,30,,
2026-05-15T00:00,Kolkata,22.5726,88.3639,28.4,86,0.0,0.0,1000.9,12.1,184,28,,
2026-05-15T01:00,Kolkata,22.5726,88.3639,28.2,85,0.0,0.0,1000.5,12.3,183,34,,
2026-05-15T02:00,Kolkata,22.5726,88.3639,28.1,85,0.0,0.0,1000.6,10.9,189,55,,
2026-05-15T03:00,Kolkata,22.5726,88.3639,28.0,86,0.0,0.0,1000.9,10.0,195,52,,
2026-05-15T04:00,Kolkata,22.5726,88.3639,27.9,86,0.0,0.0,1001.5,8.9,199,25,,
2026-05-15T05:00,Kolkata,22.5726,88.3639,28.5,85,0.0,0.0,1001.5,10.0,200,13,,
2026-05-15T06:00,Kolkata,22.5726,88.3639,29.3,81,0.0,0.0,1002.2,8.7,202,53,,
2026-05-15T07:00,Kolkata,22.5726,88.3639,30.5,75,0.0,0.0,1002.2,12.6,204,88,,
2026-05-15T08:00,Kolkata,22.5726,88.3639,32.0,68,0.0,0.0,1002.7,12.8,202,79,,
2026-05-15T09:00,Kolkata,22.5726,88.3639,33.2,63,0.0,0.0,1002.9,12.4,206,6,,
2026-05-15T10:00,Kolkata,22.5726,88.3639,34.5,57,0.0,0.0,1002.6,11.9,203,30,,
2026-05-15T11:00,Kolkata,22.5726,88.3639,35.3,53,0.0,0.0,1002.1,12.0,202,48,,
2026-05-15T12:00,Kolkata,22.5726,88.3639,35.5,53,0.1,0.1,1001.5,11.4,199,95,,
2026-05-15T13:00,Kolkata,22.5726,88.3639,35.6,54,0.0,0.0,1000.0,12.2,193,52,,
2026-05-15T14:00,Kolkata,22.5726,88.3639,35.2,56,0.0,0.0,999.4,13.3,189,14,,
2026-05-15T15:00,Kolkata,22.5726,88.3639,34.3,58,0.0,0.0,998.5,13.6,187,2,,
2026-05-15T16:00,Kolkata,22.5726,88.3639,33.6,60,0.0,0.0,998.4,12.5,200,22,,
2026-05-15T17:00,Kolkata,22.5726,88.3639,32.2,70,0.0,0.0,999.4,5.4,184,60,,
2026-05-15T18:00,Kolkata,22.5726,88.3639,30.5,79,0.3,0.3,1000.4,4.2,160,89,,
2026-05-15T19:00,Kolkata,22.5726,88.3639,30.1,84,0.5,0.5,1001.1,5.4,180,65,,
2026-05-15T20:00,Kolkata,22.5726,88.3639,29.4,86,0.1,0.1,1001.3,12.8,171,83,,
2026-05-15T21:00,Kolkata,22.5726,88.3639,28.8,87,0.0,0.0,1001.7,14.1,174,100,,
2026-05-15T22:00,Kolkata,22.5726,88.3639,28.6,87,0.0,0.0,1002.0,12.6,180,98,,
2026-05-15T23:00,Kolkata,22.5726,88.3639,28.0,89,0.0,0.0,1001.6,12.5,186,41,,
2026-05-13T00:00,Bengaluru,12.9716,77.5946,25.8,57,0.0,0.0,909.5,7.1,131,38,,
2026-05-13T01:00,Bengaluru,12.9716,77.5946,24.9,62,0.0,0.0,908.8,6.1,156,98,,
2026-05-13T02:00,Bengaluru,12.9716,77.5946,24.2,66,0.0,0.0,908.4,4.5,175,98,,
2026-05-13T03:00,Bengaluru,12.9716,77.5946,24.0,68,0.0,0.0,908.1,3.1,183,89,,
2026-05-13T04:00,Bengaluru,12.9716,77.5946,23.7,69,0.0,0.0,908.1,2.8,230,54,,
2026-05-13T05:00,Bengaluru,12.9716,77.5946,23.2,76,0.0,0.0,908.2,4.6,211,99,,
2026-05-13T06:00,Bengaluru,12.9716,77.5946,22.8,78,0.0,0.0,908.5,7.6,216,99,,
2026-05-13T07:00,Bengaluru,12.9716,77.5946,23.7,77,0.0,0.0,909.6,8.1,233,95,,
2026-05-13T08:00,Bengaluru,12.9716,77.5946,26.1,65,0.0,0.0,910.4,7.9,253,23,,
2026-05-13T09:00,Bengaluru,12.9716,77.5946,28.8,50,0.0,0.0,911.3,8.5,269,34,,
2026-05-13T10:00,Bengaluru,12.9716,77.5946,31.0,37,0.0,0.0,911.2,7.3,301,63,,
2026-05-13T11:00,Bengaluru,12.9716,77.5946,31.8,34,0.0,0.0,910.7,7.5,323,57,,
2026-05-13T12:00,Bengaluru,12.9716,77.5946,32.5,32,0.1,0.1,910.1,9.1,350,22,,
2026-05-13T13:00,Bengaluru,12.9716,77.5946,33.2,31,0.0,0.0,909.3,11.7,4,17,,
2026-05-13T14:00,Bengaluru,12.9716,77.5946,33.2,32,0.1,0.1,908.3,11.4,12,28,,
2026-05-13T15:00,Bengaluru,12.9716,77.5946,33.3,31,0.1,0.1,907.8,12.1,21,95,,
2026-05-13T16:00,Bengaluru,12.9716,77.5946,32.7,29,0.2,0.2,907.3,12.9,21,96,,
2026-05-13T17:00,Bengaluru,12.9716,77.5946,33.7,25,0.0,0.0,907.1,10.9,27,99,,
2026-05-13T18:00,Bengaluru,12.9716,77.5946,32.7,26,0.0,0.0,907.5,12.5,40,99,,
2026-05-13T19:00,Bengaluru,12.9716,77.5946,31.8,28,0.0,0.0,908.5,11.9,70,100,,
2026-05-13T20:00,Bengaluru,12.9716,77.5946,30.5,32,0.0,0.0,909.1,10.4,90,100,,
2026-05-13T21:00,Bengaluru,12.9716,77.5946,29.3,35,0.0,0.0,909.7,10.1,95,100,,
2026-05-13T22:00,Bengaluru,12.9716,77.5946,28.7,36,0.0,0.0,909.5,8.5,94,93,,
2026-05-13T23:00,Bengaluru,12.9716,77.5946,27.4,46,0.0,0.0,908.8,7.1,153,98,,
2026-05-14T00:00,Bengaluru,12.9716,77.5946,26.5,52,0.0,0.0,907.9,7.2,143,98,,
2026-05-14T01:00,Bengaluru,12.9716,77.5946,25.6,57,0.0,0.0,907.0,7.0,151,98,,
2026-05-14T02:00,Bengaluru,12.9716,77.5946,24.8,63,0.0,0.0,906.4,6.1,183,99,,
2026-05-14T03:00,Bengaluru,12.9716,77.5946,24.0,69,0.0,0.0,906.4,4.9,253,85,,
2026-05-14T04:00,Bengaluru,12.9716,77.5946,24.1,65,0.0,0.0,906.7,5.1,321,19,,
2026-05-14T05:00,Bengaluru,12.9716,77.5946,24.0,77,0.0,0.0,907.0,8.1,321,89,,
2026-05-14T06:00,Bengaluru,12.9716,77.5946,23.7,87,0.0,0.0,907.2,9.8,325,97,,
2026-05-14T07:00,Bengaluru,12.9716,77.5946,24.9,83,0.0,0.0,908.3,11.2,320,96,,
2026-05-14T08:00,Bengaluru,12.9716,77.5946,27.0,70,0.0,0.0,909.4,10.7,323,21,,
2026-05-14T09:00,Bengaluru,12.9716,77.5946,29.7,53,0.0,0.0,910.4,11.0,336,44,,
2026-05-14T10:00,Bengaluru,12.9716,77.5946,32.0,38,0.0,0.0,910.6,11.7,358,15,,
2026-05-14T11:00,Bengaluru,12.9716,77.5946,32.7,32,0.0,0.0,910.5,11.8,17,50,,
2026-05-14T12:00,Bengaluru,12.9716,77.5946,33.0,29,0.0,0.0,909.7,12.4,26,95,,
2026-05-14T13:00,Bengaluru,12.9716,77.5946,33.5,27,0.1,0.1,909.0,13.6,29,98,,
2026-05-14T14:00,Bengaluru,12.9716,77.5946,33.5,28,0.0,0.0,908.1,13.6,18,96,,
2026-05-14T15:00,Bengaluru,12.9716,77.5946,33.7,28,0.0,0.0,907.4,12.3,11,99,,
2026-05-14T16:00,Bengaluru,12.9716,77.5946,33.2,28,0.0,0.0,906.7,11.8,19,95,,
2026-05-14T17:00,Bengaluru,12.9716,77.5946,33.3,25,0.0,0.0,907.0,14.3,50,100,,
2026-05-14T18:00,Bengaluru,12.9716,77.5946,32.2,27,0.0,0.0,907.3,12.0,53,98,,
2026-05-14T19:00,Bengaluru,12.9716,77.5946,30.9,33,0.0,0.0,908.3,10.5,73,98,,
2026-05-14T20:00,Bengaluru,12.9716,77.5946,30.0,36,0.0,0.0,909.1,7.8,86,98,,
2026-05-14T21:00,Bengaluru,12.9716,77.5946,29.4,38,0.0,0.0,909.6,7.6,98,89,,
2026-05-14T22:00,Bengaluru,12.9716,77.5946,28.7,41,0.0,0.0,909.5,7.9,101,49,,
2026-05-14T23:00,Bengaluru,12.9716,77.5946,28.0,46,0.0,0.0,908.7,10.2,120,16,,
2026-05-15T00:00,Bengaluru,12.9716,77.5946,26.2,56,0.0,0.0,908.1,8.4,143,15,,
2026-05-15T01:00,Bengaluru,12.9716,77.5946,25.2,65,0.0,0.0,907.4,8.1,155,5,,
2026-05-15T02:00,Bengaluru,12.9716,77.5946,24.3,70,0.0,0.0,906.6,7.2,177,52,,
2026-05-15T03:00,Bengaluru,12.9716,77.5946,23.8,73,0.0,0.0,906.8,7.9,221,64,,
2026-05-15T04:00,Bengaluru,12.9716,77.5946,22.9,79,0.0,0.0,907.1,6.7,254,26,,
2026-05-15T05:00,Bengaluru,12.9716,77.5946,22.5,89,0.0,0.0,907.3,5.7,229,73,,
2026-05-15T06:00,Bengaluru,12.9716,77.5946,22.6,84,0.0,0.0,908.0,5.6,274,94,,
2026-05-15T07:00,Bengaluru,12.9716,77.5946,24.1,75,0.0,0.0,909.2,7.3,312,78,,
2026-05-15T08:00,Bengaluru,12.9716,77.5946,26.8,65,0.0,0.0,909.9,9.9,322,100,,
2026-05-15T09:00,Bengaluru,12.9716,77.5946,29.1,53,0.0,0.0,910.2,13.3,328,100,,
2026-05-15T10:00,Bengaluru,12.9716,77.5946,30.8,44,0.0,0.0,910.1,14.1,338,100,,
2026-05-15T11:00,Bengaluru,12.9716,77.5946,30.4,44,0.0,0.0,910.1,12.0,342,100,,
2026-05-15T12:00,Bengaluru,12.9716,77.5946,30.0,45,0.0,0.0,909.5,10.7,337,100,,
2026-05-15T13:00,Bengaluru,12.9716,77.5946,31.0,40,0.0,0.0,909.1,10.6,346,100,,
2026-05-15T14:00,Bengaluru,12.9716,77.5946,30.9,38,0.4,0.4,908.2,11.4,3,100,,
2026-05-15T15:00,Bengaluru,12.9716,77.5946,30.8,37,0.0,0.0,907.9,10.9,8,100,,
2026-05-15T16:00,Bengaluru,12.9716,77.5946,30.9,37,0.0,0.0,907.5,10.4,17,100,,
2026-05-15T17:00,Bengaluru,12.9716,77.5946,30.9,37,0.0,0.0,907.7,6.9,7,100,,
2026-05-15T18:00,Bengaluru,12.9716,77.5946,30.1,40,0.0,0.0,907.8,5.0,2,100,,
2026-05-15T19:00,Bengaluru,12.9716,77.5946,29.8,42,0.0,0.0,908.2,2.7,62,100,,
2026-05-15T20:00,Bengaluru,12.9716,77.5946,29.3,44,0.0,0.0,908.5,3.4,267,100,,
2026-05-15T21:00,Bengaluru,12.9716,77.5946,28.3,51,0.0,0.0,908.9,5.1,238,100,,
2026-05-15T22:00,Bengaluru,12.9716,77.5946,27.8,57,0.0,0.0,909.3,4.4,212,100,,
2026-05-15T23:00,Bengaluru,12.9716,77.5946,26.7,57,0.0,0.0,908.8,5.8,182,100,,
2026-05-17T11:15,Mumbai,19.076,72.8777,33.4,60,0.0,0.0,1007.0,11.6,298,69,42.7,0.035
